program,threads,image,image_size,time_sec,time_tolerance_sec,io
mandelbrot_omp,1,full.log,256,0.0147885,6.52e-05,1
mandelbrot_omp,1,full.log,512,0.055859,0.000346,1
mandelbrot_omp,1,full.log,1024,0.218505,0.000261,1
mandelbrot_omp,1,full.log,2048,0.89328,0.0043,1
mandelbrot_omp,1,full.log,4096,3.5884,0.0247,1
mandelbrot_omp,1,full.log,8192,14.1836,0.0135,1
mandelbrot_omp,1,seahorse.log,16,0.0009693,2.52e-05,1
mandelbrot_omp,1,seahorse.log,32,0.0019162,5.14e-05,1
mandelbrot_omp,1,seahorse.log,64,0.0054452,3.26e-05,1
mandelbrot_omp,1,seahorse.log,128,0.0197308,7.07e-05,1
mandelbrot_omp,1,seahorse.log,256,0.0756641,6.94e-05,1
mandelbrot_omp,1,seahorse.log,512,0.299753,0.000442,1
mandelbrot_omp,1,seahorse.log,1024,1.192196,0.000918,1
mandelbrot_omp,1,seahorse.log,2048,4.77726,0.00522,1
mandelbrot_omp,1,seahorse.log,4096,19.0753,0.0079,1
mandelbrot_omp,1,seahorse.log,8192,76.2729,0.0206,1
mandelbrot_omp,1,triple_spiral.log,16,0.0010561,3.44e-05,1
mandelbrot_omp,1,triple_spiral.log,32,0.0020327,2.22e-05,1
mandelbrot_omp,1,triple_spiral.log,64,0.006355,0.000271,1
mandelbrot_omp,1,triple_spiral.log,128,0.0220737,3.19e-05,1
mandelbrot_omp,1,triple_spiral.log,256,0.085437,8.73e-05,1
mandelbrot_omp,1,triple_spiral.log,512,0.337226,0.000207,1
mandelbrot_omp,1,triple_spiral.log,1024,1.345305,0.000726,1
mandelbrot_omp,1,triple_spiral.log,2048,5.39677,0.00417,1
mandelbrot_omp,1,triple_spiral.log,4096,21.57162,0.00587,1
mandelbrot_omp,1,triple_spiral.log,8192,86.3167,19,1
mandelbrot_omp,2,elephant.log,16,0.0021,0.00113,1
mandelbrot_omp,2,elephant.log,32,0.003421,0.00094,1
mandelbrot_omp,2,elephant.log,64,0.0031474,2.62e-05,1
mandelbrot_omp,2,elephant.log,128,0.0102592,3.15e-05,1
mandelbrot_omp,2,elephant.log,256,0.038547,0.000243,1
mandelbrot_omp,2,elephant.log,512,0.148996,0.000158,1
mandelbrot_omp,2,elephant.log,1024,0.591914,0.000533,1
mandelbrot_omp,2,elephant.log,2048,2.45236,0.00661,1
mandelbrot_omp,2,elephant.log,4096,9.8195,0.0197,1
mandelbrot_omp,2,elephant.log,8192,39.2538,0.0829,1
mandelbrot_omp,2,full.log,16,0.0008306,4.48e-05,1
mandelbrot_omp,2,full.log,32,0.001719,0.000267,1
mandelbrot_omp,2,full.log,64,0.001332,3.03e-05,1
mandelbrot_omp,2,full.log,128,0.0030969,8.14e-05,1
mandelbrot_omp,2,full.log,256,0.0103137,2.78e-05,1
mandelbrot_omp,2,full.log,512,0.0351983,6.71e-05,1
mandelbrot_omp,2,full.log,1024,0.136604,0.000139,1
mandelbrot_omp,2,full.log,2048,0.59287,0.00479,1
mandelbrot_omp,2,full.log,4096,2.34114,0.00944,1
mandelbrot_omp,2,full.log,8192,9.2655,0.0139,1
mandelbrot_omp,2,seahorse.log,16,0.001731,0.000816,1
mandelbrot_omp,2,seahorse.log,32,0.002499,0.000258,1
mandelbrot_omp,2,seahorse.log,64,0.0035779,2.76e-05,1
mandelbrot_omp,2,seahorse.log,128,0.0118454,3.21e-05,1
mandelbrot_omp,2,seahorse.log,256,0.044489,2.98e-05,1
mandelbrot_omp,2,seahorse.log,512,0.174964,0.000147,1
