program,threads,image,image_size,time_sec,time_tolerance_sec,io
mandelbrot_pth,16,triple_spiral.log,4096,7.9256,0.0134,1
mandelbrot_pth,16,triple_spiral.log,8192,32565,0.28,1
mandelbrot_pth,32,elephant.log,16,0.002451,0.000414,1
mandelbrot_pth,32,elephant.log,32,0.002656,0.000329,1
mandelbrot_pth,32,elephant.log,64,0.004405,0.000381,1
mandelbrot_pth,32,elephant.log,128,0.008597,0.000284,1
mandelbrot_pth,32,elephant.log,256,0.029136,0.000665,1
mandelbrot_pth,32,elephant.log,512,0.11823,0.00104,1
mandelbrot_pth,32,elephant.log,1024,0.44727,0.00168,1
mandelbrot_pth,32,elephant.log,2048,1.7542,0.0133,1
mandelbrot_pth,32,elephant.log,4096,6.9401,0.0268,1
mandelbrot_pth,32,elephant.log,8192,27607,0.0833,1
mandelbrot_pth,32,full.log,16,0.002061,0.000133,1
mandelbrot_pth,32,full.log,32,0.003689,0.000802,1
mandelbrot_pth,32,full.log,64,0.002573,0.000294,1
mandelbrot_pth,32,full.log,128,0.0034175,5.87e-05,1
mandelbrot_pth,32,full.log,256,0.010031,0.000385,1
mandelbrot_pth,32,full.log,512,0.035684,0.000827,1
mandelbrot_pth,32,full.log,1024,0.133898,0.000899,1
mandelbrot_pth,32,full.log,2048,0.51876,0.00415,1
mandelbrot_pth,32,full.log,4096,2034,0.0133,1
mandelbrot_pth,32,full.log,8192,8.0352,0.0634,1
mandelbrot_pth,32,seahorse.log,16,0.003539,0.000426,1
mandelbrot_pth,32,seahorse.log,32,0.002582,7.79e-05,1
mandelbrot_pth,32,seahorse.log,64,0.003387,9.06e-05,1
mandelbrot_pth,32,seahorse.log,128,0.008827,0.000143,1
mandelbrot_pth,32,seahorse.log,256,0.030907,0.000981,1
mandelbrot_pth,32,seahorse.log,512,0.12375,0.00105,1
mandelbrot_pth,32,seahorse.log,1024,0.46505,0.00166,1
mandelbrot_pth,32,seahorse.log,2048,1.8529,0.0102,1
mandelbrot_pth,32,seahorse.log,4096,7.3386,0.0638,1
mandelbrot_pth,32,seahorse.log,8192,28.8808,54,1
mandelbrot_pth,32,triple_spiral.log,16,0.002161,0.000117,1
mandelbrot_pth,32,triple_spiral.log,32,0.003065,0.000356,1
mandelbrot_pth,32,triple_spiral.log,64,0.004862,0.000287,1
mandelbrot_pth,32,triple_spiral.log,128,0.011359,0.00054,1
mandelbrot_pth,32,triple_spiral.log,256,0.0347,0.00105,1
mandelbrot_pth,32,triple_spiral.log,512,0.13928,0.0011,1
mandelbrot_pth,32,triple_spiral.log,1024,0.52175,0.00188,1
mandelbrot_pth,32,triple_spiral.log,2048,2.0441,0.0115,1
mandelbrot_pth,32,triple_spiral.log,4096,8.0938,0.0175,1
mandelbrot_pth,32,triple_spiral.log,8192,32.2546,0.0588,1
mandelbrot_omp,1,elephant.log,16,0.000898,2.18e-05,0
mandelbrot_omp,1,elephant.log,32,0.0017862,2.8e-05,0
mandelbrot_omp,1,elephant.log,64,0.0051468,4.84e-05,0
mandelbrot_omp,1,elephant.log,128,0.018518,0.000188,0
mandelbrot_omp,1,elephant.log,256,0.070794,0.000167,0
mandelbrot_omp,1,elephant.log,512,0.279513,0.000232,0
mandelbrot_omp,1,elephant.log,1024,1.109373,0.000685,0
mandelbrot_omp,1,elephant.log,2048,4.43322,0.00288,0
mandelbrot_omp,1,elephant.log,4096,17.7301,0.0123,0
mandelbrot_omp,1,elephant.log,8192,70.4827,53,0
mandelbrot_omp,1,full.log,16,0.001169,0.000527,0
mandelbrot_omp,1,full.log,32,0.0008273,2.71e-05,0
mandelbrot_omp,1,full.log,64,0.0014436,2.13e-05,0
mandelbrot_omp,1,full.log,128,0.0039679,6.49e-05,0
mandelbrot_omp,1,full.log,256,0.013869,0.000326,0
mandelbrot_omp,1,full.log,512,0.0507538,8.37e-05,0
mandelbrot_omp,1,full.log,1024,0.19837,0.000519,0
mandelbrot_omp,1,full.log,2048,0.787657,0.000971,0
mandelbrot_omp,1,full.log,4096,3.13671,0.00261,0
mandelbrot_omp,1,full.log,8192,12.5065,0.0111,0
mandelbrot_omp,1,seahorse.log,16,0.0009709,2.64e-05,0
mandelbrot_omp,1,seahorse.log,32,0.0018017,2.72e-05,0
mandelbrot_omp,1,seahorse.log,64,0.0053426,3.02e-05,0
mandelbrot_omp,1,seahorse.log,128,0.0195861,9.84e-05,0
mandelbrot_omp,1,seahorse.log,256,0.07476,0.000208,0
mandelbrot_omp,1,seahorse.log,512,0.294632,0.000594,0
mandelbrot_omp,1,seahorse.log,1024,1.18916,0.00865,0
mandelbrot_omp,1,seahorse.log,2048,4.69356,0.00385,0
mandelbrot_omp,1,seahorse.log,4096,18.72659,0.00828,0
mandelbrot_omp,1,seahorse.log,8192,74622,116,0
mandelbrot_omp,1,triple_spiral.log,16,0.0009823,1.73e-05,0
mandelbrot_omp,1,triple_spiral.log,32,0.0020026,2.63e-05,0
mandelbrot_omp,1,triple_spiral.log,64,0.006164,0.000116,0
mandelbrot_omp,1,triple_spiral.log,128,0.0218041,6.72e-05,0
mandelbrot_omp,1,triple_spiral.log,256,0.084999,0.000931,0
mandelbrot_omp,1,triple_spiral.log,512,0.33355,0.00045,0
mandelbrot_omp,1,triple_spiral.log,1024,1.328378,0.000999,0
mandelbrot_omp,1,triple_spiral.log,2048,5.3105,0.00253,0
mandelbrot_omp,1,triple_spiral.log,4096,21.2764,0.0204,0
mandelbrot_omp,1,triple_spiral.log,8192,84572,0.0911,0
mandelbrot_omp,2,elephant.log,16,0.0009961,7.47e-05,0
mandelbrot_omp,2,elephant.log,32,0.0013496,4.96e-05,0
mandelbrot_omp,2,elephant.log,64,0.0030152,4.8e-05,0
mandelbrot_omp,2,elephant.log,128,0.0097882,4.15e-05,0
mandelbrot_omp,2,elephant.log,256,0.036571,0.00017,0
mandelbrot_omp,2,elephant.log,512,0.142643,0.000309,0
mandelbrot_omp,2,elephant.log,1024,0.56934,0.00115,0
mandelbrot_omp,2,elephant.log,2048,2.3726,0.0146,0
mandelbrot_omp,2,elephant.log,4096,9.2793,0.0206,0
mandelbrot_omp,2,elephant.log,8192,37.19072,0.0083,0
mandelbrot_omp,2,full.log,16,0.0007226,3.65e-05,0
mandelbrot_omp,2,full.log,32,0.0008264,3.26e-05,0
mandelbrot_omp,2,full.log,64,0.0011927,2.29e-05,0
mandelbrot_omp,2,full.log,128,0.0029452,3.49e-05,0
